,sentiment,content
6517,sadness,@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family...
6520,sadness,"@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all"
6523,sadness,Finally got a call for marriage counseling 3 days late....
6529,sadness,Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.
6533,sadness,"@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full"
6543,sadness,"Gus, formally known as world's ugliest dog has died  We'll miss you, Gus http://bit.ly/exjcn"
6546,sadness,Finally sunny days and I'm too sick to go outside and play.
6552,sadness,so freaking tired.  It's like my body refuses to move.
6558,sadness,I fell! I think my knee is broken  but I look fabulous
6561,sadness,now my ds just died  whatta letdown!
6566,sadness,"@IzzyJ_Is_Here oh hun, i'm sorry... out of everything you've been through, the last thing you deserve is to be unhappy at home.."
6573,sadness,WALC-ers are you ready to cry? its going to be a long day of reminiscing
6574,sadness,@banjoist123 may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking
6579,sadness,not long in from sunbathing and burnt
6580,sadness,"@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!"
6581,sadness,"@morgret Probably not, kinda expensive and we have to work. Most people have off weekends, we work."
6591,sadness,Headache
6593,sadness,@devontebrown its cuz you love me. dont make me sad
6603,sadness,NOO!! XBOX got red rings of death
6604,sadness,favorite shirt ruined:death by bleach  #fb
6605,sadness,Missed getting my &quot;Twilight&quot; jacket @ modcloth! Man I wish I didn't have long monkey arms and could of gotten the L instead!!
6612,sadness,@joaniemaloney yep  which sucks because i thought somewhere it said it was..
6613,sadness,Suddenly I remember all the memories with him  ohhh please
6618,sadness,Paid all my bills only to go out to the mailbox to find more of them
6626,sadness,No one wants to sit with me at lunch  I guess I'll just bury my head in my laptop and continue to be anti-social.
6628,sadness,I think my book is gone forever... we mourn forever  SHIT!
6635,sadness,is a failure
6636,sadness,I misses my bed  so sleepy!
6643,sadness,Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!
6645,sadness,Frustrated with copying 13Gigs across USB 1.1.Stupid old servers
6646,sadness,Drag me to hell soundtrack from Christopher Young is delayed from june 2nd to july 7. That's SUCKS pretty bad.
6650,sadness,"Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  @cherrygarcia"
6651,sadness,Listening to Opeth. Trying not to think about missing their show in San Antonio. Failing
6654,sadness,"Almost fell asleep under the hair dryer  so tired, feel like I'm going to puke"
6655,sadness,@eightwednesday @emilyhilleren I lost that membership when I got boosted to the 3 D club.  It's lonely.
6657,sadness,"wow, I didn't realized that there is a limit to the &quot;more&quot; button. That sucks... I guess two days is the max to not sign in to twitter.  !"
6658,sadness,i need new running shoes!! my feet are completely torn up
6660,sadness,@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that
6669,sadness,Young love comes to an end
6670,sadness,im well bored  had a great half term and i dont wanna go back to school on monday :'( enjoying the hot weatler lo0l ;)
6674,sadness,Dang my own LDBF didnt give me a Follow Friday shot out
6683,sadness,This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  http://mypict.me/1Zu9
6688,sadness,@xxxmaggie oh that sucks  I'm sorry.
6697,sadness,i could tell its gonna be an angry day...
6698,sadness,NW Macedonia: Few rainy days in a row.
6702,sadness,I hate it when my sweetie has a bad day  http://tinyurl.com/lr22dj
6703,sadness,"@verbs_n_nouns ikr? my parents take the cake tho, they don't grocery shop and they go out to eat all the time just them 2..."
6709,sadness,"@philispig  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful."
6710,sadness,@jmorgan0909 and I'm not getting another one ... There's only 1 alfie
6711,sadness,@AC_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin' i know he doesn't want to have one.. booo..
6717,sadness,I think it's unfair I have to miss the sun  all places of work should be closed an writing essays should not be allowed when it's sunny!
6718,sadness,headache
6721,sadness,Co-worker's last day  we are going to miss her
6728,sadness,Evermore &amp; End of Fashion rocks! My poor foot though! oww! injured my foot. not good. will be sore tomorrow.  details to follow  later
6733,sadness,ughhh studying for finals i wish i could go to prom
6737,sadness,Sometimes I forget that boys have feelings too
6741,sadness,"I also think that I'm talking to myself now. Okay I need to get to bed. BTW, I miss my brothers."
6750,sadness,"@tommcfly It's 12:30AM, @buonotomato stopped tweeting, my brain's not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!"
6754,sadness,ate all my chocolate
6755,sadness,moving back home today. pro: obnoxiously closer to @thom1937 con: no more mpls runs/excursions for at least a year.
6761,sadness,"@saxa246  ive been trying to get over her for years, its so hard to move on, when youre so in love..it sucks"
6773,sadness,@pairadocsdesign and Radio X 96.1 is going all sports next month. Radio is dead.  #grandrapids
6776,sadness,(sigh) guess we're not gonna meet up today.
6780,sadness,i DID argue with byron because he said im fat
6784,sadness,Wish I was in Chicago.
6787,sadness,So I slept 12 hrs! My body is aching
6788,sadness,@erickadiaz I get to go to coffee now  It's no fun. I hate it too!
6791,sadness,@billbathgate im not a doofus  it could happen wahhh!!! :'(!!!!!!!!!! im on my break!!
6793,sadness,"@nikkibop and he's not even fat!!!! Huh, @freyalynn? He's just friggin huge!  I have a freak."
6796,sadness,left the inn  now im at school. dang its straight up dead here!! [&lt;3Hannah]
6798,sadness,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.
6800,sadness,@hootsuite  Darnit.  See what happens when I avoid teh interwebs for work.
6805,sadness,my apartment is emptying out more &amp; more each day.. so sad.. last week at 2000
6816,sadness,@alyssa133 awww i'm sorry  what kind of fish did you have?
6821,sadness,Why are some guys so stupid? They have no idea what to do with a good girl who actually cares about them..so sad
6824,sadness,"@simonprobert yep, supposed to last all weekend. filthy weather"
6829,sadness,heading to the dmv to pay them my hard-earned money
6835,sadness,How do you forgive yourself for hurting the one you love the most?
6843,sadness,@MattyP_654  it's this damp weather...
6845,sadness,@scarletty24 i know.. i suck.. i'm a master procrastinator  ... you guys don't have too much fun without me
6846,sadness,last day off... back to work tomorrow
6851,sadness,wishing i was on a beach right now!!
6857,sadness,Is not a happy bunny
6858,sadness,"@Lesley_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts"
6859,sadness,"Tbh having no credit in your phone sux. i cant even text people to see what's happening, like its totally grrrsville"
6869,sadness,@MrsWilliams @Timperator fï¿½hlt sich ganz so an #montezuma #iphone
6876,sadness,it will be my second year that i will not be there
6877,sadness,@FRANK_URQUIDEZ I MISS U
6888,sadness,43416 I miss you so much my heart is aching without you bub  http://is.gd/Ja9I
6889,sadness,being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.
6893,sadness,"@tommcfly Tom , today my school played POV at the break , and I almost cryed !  your show in sao paulo is today ! I wish i could be there!"
6899,sadness,oh i just check my stock port. My marketing was unable to buy me TICON at best price
6903,sadness,"@cameronmarion me too  no one even liked my answers to life last night, pshh"
6907,sadness,@JHall510 I'm good just bored at work
6910,sadness,"Oh PW, you done me wrong. The signing time in ur children's article are all wrong...and no Neil Gaiman?! You tease me.  #bea"
6916,sadness,"Jeff can't get his visa in time to come visit me!    I'm so sad.  In other news, I'm going to Lapa tonight to samba the night away."
6917,sadness,sooo tired of this cubicle
6919,sadness,laying in bed listening to opticon. i miss joe veneck
6921,sadness,"when i cheered,i yelled SHAKE THESE at the end of a chant and did the suck it &quot;X&quot; and got suspended &amp; had to give a public apology,lol"
6929,sadness,@redhalo_pax goddamn   that fucking sucks *hugs*
6930,sadness,Will miss my baby for 2 days
6943,sadness,"I'm so tired idk what 2 do...and I have 2 much 2 do ...church 2 nite, gotta write sermon, wash &amp; flat iron hair, eat! so so much 2 do"
6945,sadness,at wk wishin I was at Annies grad ceremony but coodnt becuz of sumthin I dnt care to mention... sooo sad
6953,sadness,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters
6960,sadness,"Had drums, but they where made up of other peoples sets, so, had to give them all back"
6965,sadness,its freezing cold! i cant function right in this type of weather. starving to the max
6966,sadness,Legs are hurting because I was standing up all day.
6989,sadness,I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like
6999,sadness,"@Rumpelwald : ne, muss noch 2 Woche warten"
7002,sadness,@saynerd01 @ericajo42   GRR! my stupid meebo is disconnecting me every 5 seconds
7003,sadness,Super pumped to do the &quot;Relay for Life&quot; tonite. I am walking in honor of my sweet Grandpa '06 and my Uncle Howard who past just yesterday
7006,sadness,"I miss the old... HA, HA. I can't tell that person's name."
7016,sadness,i'm freezing in math class!
7021,sadness,Gah! Buddy K is a must hang with person right now I miss him.  Along with Parker and McPhee.
7023,sadness,I have a feeling today is going to be very boring ! Work @ 3  till 9:30
7026,sadness,Been working on my freakin' computer trying to save stuff on a harddrive and it seems I failed miserably.
7028,sadness,"Kerry threw a ball at Anand; it bounced off his head, landed on my lunch and it exploded everywhere."
7029,sadness,taking care of sick children
7035,sadness,I have tummy ache.  Probably not helped by eating /that/ many tic tacs.
7037,sadness,@msignorile  Weather sucks up here
7044,sadness,back to work
7048,sadness,Got my hair cut. Great.  stupid gum.
7049,sadness,my computer at work is not working...booo... need a new one!  TGIF!
7055,sadness,Regrettin some of the decisions I made
7060,sadness,@jessner12 you suck majorly  i'm swamped...so why am I on twitter...I don't know...but still  a golf tournament?
7061,sadness,@BrentO She! Maybe that was our first mistake.  Not everyone is as cool as @sqlfool  (brown nose moment)
7069,sadness,at work and it sucks big time
7070,sadness,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had."
7074,sadness,Crappy Day...
7078,sadness,"has the urge to go shopping.hmmm but i've got no money,how?"
7080,sadness,"Well poop, my guitar lesson was canceled today  I'm so sad. I hope his son feels better soon tho."
7087,sadness,@pilarlovesyou  i love you. don't leave me!
